word,weight,number_of_words
kismat,-2,1
kisruh,-3,1
kitab,2,1
kitab,-3,1
kits,5,1
klasik,3,1
klien,4,1
kliyengan,1,1
kliyengan,-4,1
kobar,-2,1
kobaran,-3,1
kocak,-2,1
kocar-kacir,-5,1
kocok,-3,1
kode,-3,1
kodok,-2,1
kodrat,4,1
kohesi,4,1
kohor,-3,1
koit,-5,1
kojor,-3,1
kolam,-3,1
kolaps,-5,1
koleksi,1,1
kolera,-4,1
kolot,-5,1
komat-kamit,-3,1
komedi,3,1
komisi,3,1
kompas,-3,1
kompetensi,3,1
kompleksitas,-4,1
komplemen,5,1
komplet,3,1
komplikasi,-3,1
komplot,4,1
komplot,-4,1
kompor,-4,1
komunikasi,2,1
komunikasi,-4,1
komunitas,2,1
komunitas,-3,1
konco,4,1
konco,-3,1
kondang,5,1
koneksi,2,1
koneksi,-4,1
konferensi,2,1
konfirmasi,3,1
konfirmasikan,3,1
konfirmasinya,3,1
konformitas,4,1
kongkalikong,-4,1
kongkong,-3,1
konglomerasi,-4,1
konklusi,3,1
konkret,3,1
konkretisasi,-3,1
konkurensi,-4,1
konotasi,-3,1
konsekuensi,-3,1
konsensus,3,1
konseptual,3,1
konsistensi,-3,1
konsolidasi,3,1
konspirasi,4,1
konspirasi,-4,1
konstelasi,2,1
konstruktif,3,1
konsultasi,3,1
kontak,2,1
kontak,-4,1
kontaminasi,-4,1
kontan,3,1
kontemporer,3,1
kontol,-5,1
kontol,-5,1
kontradiksi,-3,1
kontras,-3,1
kontributor,3,1
kontroversi,-4,1
konveks,-3,1
konyol,-3,1
kooperasi,1,1
koordinasi,1,1
koordinasikan,1,1
koordinator,2,1
koplo,-3,1
kopong,-4,1
kopyor,-4,1
korban,-4,1
korek,4,1
korek,-4,1
korek api,-4,2
korup,-5,1
korupsi,-4,1
koruptor,-5,1
kosen,4,1
kosong,-4,1
kot,-1,1
kotak,-3,1
koteng,-3,1
kotor,-5,1
kotoran,-5,1
koyak,-3,1
koyak-koyak,-5,1
kreasi,3,1
kreatif,4,1
kreativitas,4,1
kredibel,3,1
krg,-2,1
krim,1,1
krisis,-4,1
krista,-4,1
kritik,-5,1
kritikan,-5,1
kritis,-5,1
kroco,-4,1
kromatis,-3,1
kroni,4,1
kroni,-3,1
kronis,-5,1
kronologi,-1,1
kuala,4,1
kualat,-4,1
kualifikasi,2,1
kualitas,4,1
kuasa,3,1
kuat,2,1
kuat,2,1
kuat,-3,1
kuat batin,3,2
kuat duga,2,2
kuat duga,-2,2
kubang,-3,1
kubra,2,1
kubra,-5,1
kucar-kacir,-5,1
kucil,1,1
kucup,2,1
kucur,4,1
kudus,4,1
kufar,-5,1
kufur,-5,1
kujarat,5,1
kukuh,2,1
kukuh,-4,1
kukul,-3,1
kukur,-3,1
kulak,-3,1
kuliah,1,1
kuliah,-2,1
kumandang,-3,1
kumat,-4,1
kumbang,1,1
kumbang,-4,1
kumuh,-4,1
kunarpa,-4,1
kunci,3,1
kundangan,5,1
kungkungan,-3,1
kuning,-4,1
kunjung,3,1
kunjung,-3,1
kunjungi,3,1
kuno,-5,1
kuntit,1,1
kunyah,3,1
kunyuk,-5,1
kuota,-2,1
kupon,3,1
kurang,-3,1
kurang adat,-5,2
kurang ajar,-5,2
kurang darah,-4,2
kurang pikiran,-3,2
kurbal,-3,1
kurban,-3,1
kurung,-3,1
kurungan,-4,1
kurus,-3,1
kurusuhan,-4,1
kusa,3,1
kusuma,4,1
kusut,-4,1
kusut hati,-5,2
kusut pikiran,-4,2
kutil,-4,1
kutu busuk,-4,2
kutuk,-5,1
kutut,-3,1
kuwur,-4,1
kuy,1,1
kuyu,-5,1
kuyup,-3,1
kzl,-5,1
laba,4,1
labil,-4,1
labiovelar,4,1
laboratorium,-3,1
labrak,-4,1
labuda,-3,1
labuh,3,1
labuhan,3,1
lacur,-5,1
ladah,-5,1
ladang,-4,1
laden,3,1
lafal,2,1
lafal,-4,1
lagak,2,1
lagak,-2,1
lagi,-3,1
lagian,-3,1
lagu,2,1
lahang,-3,1
lahir,3,1
lahir kembali,-3,2
laif,-5,1
laik,-5,1
lain,-4,1
lajat,-5,1
lajnah,3,1
lakeri,3,1
laknat,-5,1
laknat,-5,1
lakon,1,1
lakon,-4,1
lalai,-4,1
lalat hijau,-5,2
lalat kerbau,-4,2
lali,-4,1
lalim,-5,1
lalu,3,1
lalu dr dunia,-5,3
laluan,-4,1
lam,3,1
lama,-4,1
lambang,-3,1
lambat,1,1
lambat-lambat,-4,1
lambuk,3,1
lambung,2,1
lampu,4,1
lancang,-5,1
lancang mulut,-4,2
lancar,4,1
lancar,-2,1
lancarkan,3,1
lancip,-4,1
lancung,3,1
lancut,-4,1
langah,-3,1
langau,-4,1
langgam,2,1
langgan,2,1
langganan,4,1
langgeng,4,1
langis,-5,1
langka,-5,1
langkah,4,1
langkah baik,4,2
langkah baik,-1,2
langkah kanan,3,2
langkan,-3,1
langkap,-3,1
langking,-4,1
langsai,-3,1
langsuir,-4,1
langsung,3,1
lanjur,1,1
lanjur,-3,1
lanjut,2,1
lanjut,-5,1
lanjut umur,-3,2
lanjut usia,-3,2
lanjutkan,1,1
lantaran,-4,1
lantik,3,1
lantip,3,1
lanyak,-3,1
lap,-5,1
lap kaki,-2,2
lapang,3,1
lapang hati,-1,2
lapangan,3,1
lapar,-5,1
laper,-3,1
lapisan,3,1
lapor,2,1
laporan,-5,1
laporin,-3,1
laporkan,2,1
lapuk,-5,1
lara,-5,1
larang,-3,1
larat,-3,1
larat hati,-3,2
lari,-2,1
lari-lari,-2,1
larut,1,1
larut,-5,1
lasat,-5,1
lata,-5,1
laten,-5,1
latih,3,1
latih,-2,1
latih diri,4,2
latihan,-2,1
latisan,-4,1
lau,-2,1
laun,1,1
laur,-4,1
lawan,1,1
lawan,-4,1
lawas,1,1
lawas,-4,1
layak,3,1
layak,-5,1
layan,2,1
layan,-2,1
layanan,3,1
layon,-4,1
layu,-4,1
layuh,-3,1
ldr,-2,1
leave,-3,1
lebai,4,1
lebai,-3,1
lebar,3,1
lebar,-3,1
lebar mulut,-4,2
lebay,-4,1
lebih,1,1
lebih-lebih,4,1
lebu,-3,1
lebuk,3,1
lebun,3,1
lebur,-5,1
leburan,-3,1
lecap,-4,1
leceh,-5,1
lecet,-4,1
ledak,-4,1
ledekan,-5,1
ledes,-3,1
leduk,-4,1
legalisasi,-3,1
legalitas,-3,1
legawa,4,1
legit,4,1
lekap,-3,1
lekas,2,1
lekas,-3,1
lekat,-3,1
lektur,4,1
lekukan,-3,1
lela,-4,1
lelah,4,1
lelah,-3,1
lelang,1,1
lelang,-3,1
lelap,4,1
lelap,-5,1
leleh,1,1
leleh,-3,1
lelembut,-4,1
leler,-4,1
lelucon,-4,1
lelung,-3,1
lemah,5,1
lemah,-4,1
lemas,5,1
lemau,-4,1
lembaga,-3,1
lembam,-4,1
lembap,-4,1
lembek,5,1
lembek,-4,1
lembeng,-4,1
lembik,5,1
lembu,-3,1
lembu hutan,-3,2
lembu liar,-3,2
lembuk,3,1
lembung,-3,1
lemes,-3,1
lemot,-5,1
lencana,-3,1
lendeh,-3,1
lengah,-4,1
lengang,-4,1
lengas,-4,1
lenggana,-4,1
lenggang,2,1
lengkap,2,1
lengkap,-3,1
lengket,-2,1
lengket-lengket,-3,1
lengkur,-3,1
lenguh,-4,1
lentera,4,1
lenyap,-5,1
lenyap daratan,-4,2
lepas,-2,1
lepasan,-3,1
lepaskan,-2,1
lepek,3,1
lepek,-4,1
lepra,-5,1
lerak,-4,1
lesap,-3,1
lesit,-1,1
lestari,4,1
lesu,-4,1
leta,-5,1
letih,4,1
letih,-3,1
letup,-3,1
letus,-4,1
lever,-2,1
lewat,2,1
lewat,-5,1
lewat batas,-4,2
leyu,-4,1
lezat,5,1
liang,-3,1
liang jimak,-4,2
liang sanggama,-4,2
liat,2,1
liat,-1,1
libur,3,1
liburan,3,1
licin,4,1
licin,-2,1
lieur,-3,1
life,-2,1
lihai,2,1
lihai,-4,1
lihat,3,1
lila,4,1
lilit,-3,1
limbukan,3,1
limpah,1,1
lincah,4,1
lincah,-3,1
lindap,-3,1
lindu,4,1
lindung,4,1
linggis,-4,1
lingkar,-3,1
lingkungan,3,1
lingkup,-5,1
lingsir,2,1
lingsir,-5,1
linguis,-3,1
lini,4,1
lintar,-3,1
lintasan,-4,1
linu,4,1
linu,-4,1
linuhung,3,1
lipat dua,-3,2
liplap,-3,1
lipur,2,1
lipur,-2,1
liputan,3,1
lirih,-3,1
lisong,-3,1
lisut,-4,1
live,3,1
liwa,-3,1
loakan,-4,1
lock,-2,1
loksek,-4,1
loloh,-3,1
lolos,-4,1
lombong,-3,1
lompong,1,1
lompong,-5,1
londang,-3,1
loneng,-3,1
longgar,3,1
longgok,-3,1
longo,3,1
lonte,-5,1
lopak,-4,1
lopak-lapik,-4,1
lorong,-4,1
lorot,1,1
lorot,-4,1
losmen,2,1
lost,-3,1
lot,-5,1
lotong,-4,1
lotre,2,1
lotre,-5,1
love,5,1
love,-3,1
lovers,4,1
luak,-3,1
luang,2,1
luang,-3,1
luar biasa,4,2
luar biasa,-4,2
luas,3,1
lubang,-3,1
lubang jarum,-5,2
lubuk,-3,1
lucah,-5,1
luck,4,1
lucu,3,1
lucu,-2,1
lucunya,-2,1
lucut,-3,1
luda,-3,1
ludes,-5,1
lugas,4,1
lugu,4,1
lugu,-2,1
luk,3,1
luka,-5,1
lukis,2,1
lukisan,2,1
luluh,5,1
luluh,-3,1
luluh lantak,-5,2
lulus,5,1
lumat,-4,1
lumayan,1,1
lumayan,-2,1
lumer,-3,1
lumut,-3,1
lunak,5,1
lunas,2,1
lunas kapal,2,2
luncas,-3,1
lunch,3,1
lungkang,-4,1
lungse,-4,1
luntur,1,1
luntur,-3,1
lupa,1,1
lupa,-3,1
lupa diri,-3,2
lupain,1,1
lupakan,1,1
luput,-3,1
luruh,2,1
luruh,-2,1
lurus,4,1
lurus hati,3,2
lurus hati,-1,2
lusuh,-5,1
lutu,-4,1
lutut,-2,1
luwes,-4,1
luyu,-1,1
maaf,2,1
maaf,-3,1
maafin,-3,1
maafkan,-3,1
maap,-3,1
maapin,-4,1
maapkan,-3,1
mabok,-4,1
mabrur,4,1
macem,-2,1
macis,-4,1
madani,-4,1
madat,-3,1
maen,3,1
mafhum,3,1
mafhum,-1,1
mafia,-5,1
mager,-4,1
maghrib,-2,1
maha,4,1
mahabah,4,1
mahal,1,1
mahdi,3,1
maherat,-4,1
mahfum,4,1
mahh,-3,1
mahir,4,1
mahir,-1,1
mahkamah,-3,1
maho,-4,1
maho,-5,1
maimun,4,1
main,2,1
main,-2,1
main kayu,-3,2
main mata,-5,2
main muda,-3,2
mainin,-2,1
mainstream,-3,1
mairat,-5,1
majenun,3,1
majenun,-2,1
majikan,-3,1
majubersama,3,1
makan,1,1
makan,-1,1
makan bawang,-5,2
makanan,3,1
makasih,4,1
makbul,3,1
makelar,-3,1
makhluk,3,1
makhluk halus,-4,2
maki,-5,1
makian,-5,1
makin,2,1
maklum,3,1
maklum,-2,1
maklumat,2,1
maklumat,-3,1
makmum,-3,1
makmur,4,1
makna,5,1
makruf,4,1
maksa,-5,1
maksimal,3,1
maksud,3,1
maksud,-1,1
maksudnya,-1,1
mala,-5,1
malak,-4,1
malam,-1,1
malang,-5,1
malapateka,-3,1
malapetaka,-5,1
malas,-4,1
malayari,3,1
malem,-1,1
males,-4,1
malesin,-4,1
malim,3,1
malu,2,1
malu,-4,1
malu mata,-4,2
mam,-5,1
mama,4,1
mamah,-4,1
mamak,2,1
mamam,-3,1
mamang,-4,1
mambang,-4,1
mampir,2,1
mampir,-3,1
mampu,2,1
mampu,-4,1
mampus,-5,1
man,-1,1
manah,-2,1
manasuka,-4,1
mancing,2,1
mandiri,-3,1
mandraguna,4,1
maneh,-3,1
manfaat,5,1
manfaatnya,3,1
mangau,-4,1
manggak,-5,1
manggala,3,1
mangkas,-2,1
mangkel,-4,1
mangkir,-3,1
mangut,-4,1
manifestasi,-3,1
manila,5,1
manipulator,-4,1
manis,5,1
manis,-2,1
manja,5,1
manja,-3,1
manjaan,-3,1
manjur,4,1
manjur,-1,1
mansukh,-4,1
mantan,-3,1
mantannya,-3,1
mantap,5,1
manusia,3,1
manuver,-3,1
mapan,3,1
mara,-4,1
marah,-5,1
marahin,-4,1
margrit,3,1
mari,4,1
mari,-1,1
marilah,1,1
marilah,-1,1
mariyuana,-3,1
martabat,5,1
maruk,-3,1
masa bodoh,-4,2
masa kini,3,2
masai,-4,1
masak,2,1
masak,-2,1
masakan,3,1
masalah,-4,1
masif,2,1
masif,-3,1
masjid,3,1
maskapai,3,1
maslahat,3,1
master,-1,1
masuk,-3,1
masygul,3,1
masygul,-2,1
masyhur,4,1
masyhur,-5,1
mata,-2,1
mata betung,-3,2
mata cahari,2,2
mata gawai,4,2
mata ikan,-4,2
mata pencaharian,2,2
matahari,2,1
mata-mata,-3,1
matanya,-2,1
mati,4,1
mati,-5,1
mati pucuk,-5,2
matiin,-2,1
mau,5,1
mau,-1,1
maujud,2,1
maula,-4,1
maunya,-1,1
maut,4,1
mayat,-4,1
mayit,-4,1
mbeling,-2,1
mblo,-3,1
medali,4,1
medium,2,1
medok,-3,1
meh,-5,1
mekar,3,1
melabrak,-5,1
meladeni,3,1
meladeni,-5,1
melafalkan,2,1
melahap,-5,1
melahirkan,3,1
melaknat,-5,1
melakoni,1,1
melakonkan,3,1
melaksanakan,-3,1
melalah,-4,1
melalak,-3,1
melalap,-4,1
melalui,3,1
melambungkan,2,1
melampas,4,1
melampau,-4,1
melancarkan,3,1
melancarkan,-2,1
melandai,-3,1
melanggar,-5,1
melankoli,-5,1
melankolis,-2,1
melantak,-4,1
melantik,3,1
melantunkan,3,1
melanyak,4,1
melanyak,-3,1
melar,-2,1
melarang,-3,1
melarat,-4,1
melarikan,3,1
melarutkan,1,1
melatih diri,4,2
melawat,-4,1
melayang,-3,1
melayani,3,1
melayani,-5,1
melecehkan,4,1
melecehkan,-5,1
meledak,-4,1
meledos,3,1
meleja,-5,1
melek,2,1
melek,-2,1
melekat,-4,1
melelah,-3,1
melelapkan,-3,1
melemah,-3,1
melembung,-3,1
melenceng,-3,1
melendeh,3,1
melendeh,-3,1
melengkapi,3,1
melenyapkan,-5,1
melepas,-5,1
melepaskan,-5,1
melepek,-4,1
melesap,-3,1
meleset,-3,1
melesit,-1,1
melet,-3,1
meletakkan,4,1
meleting,-3,1
melewati,3,1
melibas,-4,1
melicinkan,4,1
melicinkan,-2,1
meligih,-4,1
melihat,3,1
melilit,3,1
melindap,-3,1
melindur,-3,1
melingkupi,-3,1
melintang,-4,1
melintangi,3,1
melipur,4,1
melipur,-3,1
meliputi,-3,1
melisankan,3,1
meloloh,-3,1
meloloskan,3,1
melongo,3,1
melontarkan,3,1
melorot,1,1
melorot,-4,1
meloya,-4,1
meluas,2,1
melubangi,-3,1
melukat,-4,1
melulu,-3,1
meluluhlantakkan,-4,1
meluluskan,3,1
melumangkan,-5,1
melumatkan,-4,1
melumur,-4,1
meluncurkan,3,1
melunyah,-3,1
melupai diri,-3,2
melupakanmu,-3,1
memaafkan,-3,1
memacak,-4,1
memadatkan,-3,1
memafhumi,3,1
memahami,3,1
memahirkan,4,1
memahirkan,-1,1
memakan,-4,1
memaki,-5,1
memaklumi,3,1
memaklumi,-2,1
memaku,-3,1
memalak,-4,1
memaling,-5,1
memalu,3,1
memamah,-4,1
memampat,-3,1
memanaskan,-4,1
memanas-manasi,-3,1
memandu,3,1
memang,4,1
memang,-2,1
memanggang,-4,1
memangku,-3,1
memangnya,-2,1
memanjang,3,1
memanjatkan doa,4,2
memanjatkan doa,-3,2
memantai,1,1
memantai,-4,1
memantak,-4,1
memantang,-4,1
memantapkan,-3,1
memapas,-5,1
memarahi,-5,1
memarak,-3,1
memarap,-3,1
memarkir,1,1
memartil,3,1
memasak,-3,1
memasuki,2,1
memasuki,-3,1
mematuhi,4,1
mematung,-3,1
mematut-matut,-3,1
membabar,-1,1
membabat,-4,1
membabi buta,-4,2
membaca,4,1
membahagiakan,4,1
membahana,-3,1
membahas,1,1
membaik,-3,1
membajak,-5,1
membakar,-4,1
membalas,4,1
membalas,-3,1
membalik belakang,-5,2
membandel,-5,1
membanding,-3,1
membandingkan,-3,1
membandungi,-1,1
membangunkan,-4,1
membanjiri,-3,1
membantai,-4,1
membantar,-4,1
membanting,-4,1
membantu,4,1
membantu,-4,1
membara,2,1
membara,-3,1
membasmi,-5,1
membatasi,-3,1
membatu,2,1
membatu,-2,1
membawa berat,-3,2
membawang,-5,1
membawat,-5,1
membayangkan,2,1
membayankan,-4,1
membayar,-3,1
membeber,-4,1
membeda-bedakan,-3,1
membegal,-5,1
membekam,-4,1
membekap,-3,1
membekas,-3,1
membelai,-4,1
membeli,2,1
membeli,-3,1
membelot,-5,1
membembam,-4,1
membenang,4,1
membenarkan,3,1
membencanai,-4,1
membenci,-5,1
membendung,-3,1
membentak,-5,1
membentur,-3,1
memberangsangkan,-4,1
memberantas,-5,1
memberhentikan,-5,1
memberi,2,1
memberi,-2,1
membersihkan,-5,1
membesar,-2,1
membeset,-4,1
membeslah,-4,1
membiak,-3,1
membiarkan,-3,1
membiasakan,2,1
membidikkan,-2,1
membimbingmu,3,1
membimbit,3,1
membinasakan,-5,1
membingkas,3,1
membingkis,4,1
membisu,1,1
membisu,-3,1
memble,-3,1
membobol,-5,1
membocorkan,-4,1
membohong,-4,1
membohongi,-3,1
membolos,-3,1
membonceng,-3,1
membongkar,-4,1
membopong,-3,1
membosankan,-3,1
membual,-4,1
membuang,-4,1
membuang nyawa,-5,2
membuat,1,1
membubuhkan,4,1
membuktikan,-4,1
membukukan,-5,1
membuncahkan,-4,1
membunyikan,2,1
membunyikan,-1,1
memburu,3,1
memburu,-4,1
memburukkan,-5,1
memecah,-4,1
memecatkan,-5,1
memedi,-4,1
memegang,-4,1
memegang kitab,4,2
memegat,-3,1
memejahijaukan,1,1
memejahijaukan,-4,1
memejalkan,-3,1
memek,-5,1
memek,-5,1
memekik,-3,1
memeluk,4,1
memeluk,-1,1
memenangi,-5,1
memendam,4,1
memendek,-3,1
memenggal lidah,-5,2
mementingkan,4,1
memenuhi,-3,1
memergoki,-5,1
memerikan,3,1
memeriksa,-5,1
memerli,-5,1
memerusa,-4,1
memesonakan,5,1
memesonakan,-1,1
memetuahkan,-3,1
memfasilitasi,2,1
memfatwakan,-3,1
memfitnah,-4,1
memidana,-3,1
memihak,-3,1
memihakkan,-4,1
memijak,-3,1
memikat,2,1
memikat,-4,1
memikirkan,-3,1
memikul,-5,1
memilin,-5,1
meminati,3,1
meminda,4,1
memindahkan,1,1
memindahkan,-5,1
meminta,1,1
memintasi,3,1
memipihkan,-3,1
memojokkan,-4,1
memolakan,4,1
memomokkan,-5,1
memorakporandakan,-3,1
memosisikan,-5,1
memotivasi,-4,1
memotong,-3,1
memperapikan,-2,1
memperbandingkan,-3,1
mempercantik,3,1
memperduakan,-3,1
memperelok,3,1
memperhitungkan,1,1
memperhitungkan,-3,1
memperindah,3,1
memperkacaukan,-4,1
memperkeruh,-4,1
memperkirakan,2,1
memperkuat,3,1
memperlihatkan,-3,1
mempermudah,-3,1
memperolahkan,-4,1
mempersakiti,-5,1
mempersiapkan,1,1
mempersoalkan,-4,1
mempersolek,3,1
mempertaruhkan,-3,1
mempertenggangkan,-3,1
mempertentangkan,1,1
mempertimbangkan,-3,1
memprediksi,3,1
memprediksi,-1,1
mempromosikan,3,1
mempunyai,4,1
memuai,3,1
memuakkan,-5,1
memuaskan,5,1
memuaskan,-5,1
memudahkan,3,1
memudahkan,-1,1
memudar,2,1
memuji-muji,4,1
memukau,4,1
memukau,-1,1
memukuli,-4,1
memuluskan,3,1
memuluskan,-5,1
memunculkan,3,1
memungut,-2,1
memupus,-5,1
memusingkan,4,1
memusingkan,-4,1
memusnahkan,-5,1
memusuhi,-5,1
memvonis,-3,1
menabrak,-3,1
menabung,4,1
menadaburkan,-3,1
menafakurkan,-3,1
menafikan,-4,1
menafsirkan,2,1
menagak,-5,1
menagih,-3,1
menahan,-5,1
menahankan,-2,1
menahun,-5,1
menakali,-4,1
menakjubi,-1,1
menakjubkan,3,1
menakjubkan,-1,1
menaklukkan,-4,1
menaksir,3,1
menaksir,-1,1
menakutkan,-4,1
menamatkan riwayatnya,-3,2
menambah,3,1
menambak,-5,1
menambus,-4,1
menampak,-4,1
menampakkan,-4,1
menampakkan diri,-3,2
menampel,-3,1
menampik,-4,1
menancap,-4,1
menang,4,1
menang,-5,1
menangap,-5,1
menanggang,-5,1
menanggapi,3,1
menanggapi,-5,1
menanggulangi,-5,1
menanggung,-2,1
menanggungkan,-5,1
menangis,-5,1
menangkal,-4,1
menangkap,3,1
menangkap,-3,1
menangkap tangan,-5,2
menantang,-4,1
menarik,4,1
menarik,-4,1
menarik hati,3,2
menarik hati,-1,2
menarik napas penghabisan,-5,3
menaruh hati,3,2
menaruh syak,-3,2
menasihatkan,-3,1
menata,-2,1
menating,3,1
menayangkan,2,1
mencabarkan,-4,1
mencabau,-4,1
mencaci,-5,1
mencaci-maki,-5,1
mencagil,-4,1
mencagun,-3,1
mencair,-1,1
mencak,-5,1
mencakar,-4,1
mencak-mencak,-5,1
mencalit,-3,1
mencampurbaurkan,-4,1
mencamuk,-4,1
mencangkum,-3,1
mencaplok,-3,1
mencarak,-3,1
mencari,-3,1
mencari akal,3,2
mencari ilmu,4,2
mencari jalan,3,2
mencatut,-3,1
mencebikkan,4,1
mencebikkan,-3,1
mencebur,-5,1
mencecah,-3,1
mencecak,-3,1
mencederai,-4,1
mencegah,-5,1
mencegat,-3,1
mencekak,-4,1
mencekam,-4,1
mencekau,-2,1
mencekik,-4,1
mencekuh,-3,1
mencela,-5,1
mencelakai,-5,1
mencelampakkan,-3,1
menceluk,-3,1
mencemari,-4,1
mencemaskan,4,1
mencemaskan,-3,1
mencemat,-5,1
mencemooh,-5,1
mencemplung,-5,1
mencempung,-4,1
menceng,-4,1
mencengangkan,4,1
mencengangkan,-3,1
mencengkam,-4,1
mencengkau,-4,1
mencengkelong,-5,1
mencengkeram,-4,1
mencepung,-5,1
menceracau,-3,1
mencerat,-3,1
mencerca,-5,1
menceret,-5,1
menceritakan,3,1
mencerkau,-4,1
mencerna,3,1
mencerup,-3,1
mencetak,-5,1
mencibir,-5,1
mencibirkan,-5,1
mencicik,-5,1
mencilok,-3,1
mencinta,5,1
mencinta,-1,1
mencintai,3,1
mencintaimu,4,1
mencirit,-5,1
mencium,-3,1
mencium tanah,-5,2
mencium telapak kaki,1,3
menciut,-3,1
mencoblos,-3,1
mencocok,-3,1
mencolok,2,1
mencolong,-5,1
mencomot,-4,1
menconteng,-3,1
mencontengkan,-3,1
mencontoh,4,1
mencontohkan,4,1
mencopet,-5,1
mencoreng,-4,1
mencoret,-3,1
mencret,-4,1
mencuca,-5,1
mencucuk,-3,1
mencucut,-3,1
mencukupi,-3,1
mencungkil,-4,1
mencura,-5,1
mencurat,-1,1
mencuri,-5,1
mencurigai,1,1
mencuru,-3,1
mendahului,2,1
mendahului,-1,1
mendaifkan,4,1
mendaifkan,-4,1
mendakwa,-4,1
mendalam,3,1
mendalam,-3,1
mendamprat,-4,1
mendandankan,3,1
mendangkung,-3,1
mendapat,3,1
mendapati,-4,1
mendarat,1,1
mendarat,-4,1
mendasar,-4,1
mendaulat,-5,1
mendebarkan,-4,1
mendedahkan,-4,1
mendekap,-3,1
mendemonstrasikan,-4,1
mendengu,-3,1
mendengung,-4,1
mendengungkan,3,1
menderaikan,3,1
menderita,-5,1
mendesak,-4,1
mendeteksi,3,1
mendiami,-3,1
mendiamkan,-3,1
mendidih,-3,1
mendidik,3,1
mendidis,-4,1
mendikte,3,1
mendindingi,-5,1
mending,2,1
mending,-3,1
mendingan,-3,1
mendiskreditkan,-4,1
mendoa,4,1
mendoa,-3,1
mendompleng,-3,1
mendongkolkan,-5,1
mendorong,-4,1
menduga,3,1
menduga,-1,1
mendung,-3,1
mendungas,-3,1
menduri,-4,1
mendusin,4,1
mendusta,-4,1
mendustai,-3,1
menebak,3,1
menebak,-2,1
menebalkan,-3,1
menebarkan,3,1
menebat,-3,1
menebeng,-3,1
menebuk,-3,1
menegah,-5,1
menegangkan,-4,1
menegapkan,-3,1
menegarkan,2,1
meneguhkan,-3,1
meneguk,-3,1
menegur,2,1
menegur,-3,1
menekan,-3,1
menekankan,-3,1
menelaah,2,1
menelaah,-5,1
meneladan,4,1
menelanjangi,-4,1
menelungkup,1,1
menelurkan,3,1
menelusuri,3,1
menembis,-5,1
menembok,-1,1
menembusi,3,1
menempati,-3,1
menempel,-3,1
menemukan,2,1
menenangkan,4,1
menenangkan,-1,1
menendang,-5,1
menenes,-2,1
menengahi,-5,1
menenggang,-3,1
menengkar,-5,1
menengking,-5,1
menentang,-5,1
menentu,3,1
menep,-3,1
menepis,-3,1
menerbankan,-4,1
menerima,3,1
menerima kenyataan,-4,2
menerjang,-3,1
menerjunkan,-5,1
menerka,3,1
menerka,-1,1
menerpa,-3,1
menetap,3,1
menetapkan,-5,1
menetes,-3,1
mengabaikan,4,1
mengabaikan,-3,1
mengabar,-5,1
mengabdi,-3,1
mengabsorpsi,-3,1
mengabulkan,-3,1
mengacak,-4,1
mengacau,4,1
mengacau,-4,1
mengacaukan,-4,1
mengada,-3,1
mengada-ada,-4,1
mengadang,-3,1
mengadili,-4,1
mengaduk,-4,1
mengadunkan,3,1
mengagak-agak,-3,1
mengagumkan,4,1
mengagumkan,-5,1
mengaibkan,1,1
mengaji,4,1
mengakap,4,1
mengakar,5,1
mengalah,-2,1
mengalahkan,-4,1
mengalami,3,1
mengalami,-3,1
mengalem,4,1
mengalihkan,-5,1
mengalirkan darah,4,2
mengalunkan,3,1
mengamalkan,-4,1
mengambang,-5,1
mengambil contoh,4,2
mengambil ibarat,4,2
mengamput,-3,1
mengamuk,1,1
mengamuk,-5,1
mengandung,-3,1
mengandut,-3,1
menganeksasi,-5,1
menganggap,3,1
menganggar,3,1
menganggur,-4,1
mengangkat-angkat,4,1
mengangsur,1,1
menganjurkan,-3,1
mengantara,-3,1
mengantarai,-3,1
mengantisipasi,3,1
mengantisipasi,-1,1
mengantongi,1,1
mengantongi,-5,1
menganugerahi,3,1
menganugerahi,-3,1
menganut,4,1
mengap,-3,1
mengapkir,-4,1
mengarah,-4,1
mengarahkan,3,1
mengarau,-4,1
mengaret,-3,1
mengarifi,3,1
mengarik,-3,1
mengartikan,1,1
mengasihani,4,1
mengasihi,2,1
mengasihi,-2,1
mengasosiasikan,3,1
mengasuh,-2,1
mengatakan,3,1
mengata-ngatai,-5,1
mengaur,-3,1
mengawaki,5,1
mengawal,2,1
mengawal,-2,1
mengawali,-3,1
mengawasi,-2,1
mengayun,-3,1
mengayunkan,-3,1
mengazab,-3,1
mengazabkan,-3,1
mengebiri,-3,1
mengebumikan,-3,1
mengecamkan,3,1
mengecat,4,1
mengecerkan,-2,1
mengecewakan,-3,1
mengecilkan,4,1
mengecilkan,-3,1
mengedrop,-4,1
mengedut,-5,1
mengeja,3,1
mengejar,-4,1
mengejawantah,-3,1
mengejek,-4,1
mengejikan,-3,1
mengejutkan,-3,1
mengekang,-4,1
mengekol,-3,1
mengelakkan,-4,1
mengelih,-4,1
mengelis,-3,1
mengeloskan,3,1
mengeluarkan darah,4,2
mengelukan,-2,1
mengembang,1,1
mengembat,-5,1
mengembus,-4,1
mengempang,-5,1
mengempaskan,-3,1
mengempis,-3,1
mengemu,-3,1
mengemukakan,-3,1
mengenal,1,1
mengenang,3,1
mengenangkan,-3,1
mengencang,-3,1
mengendur,-3,1
mengenjak,-3,1
mengentak,-3,1
mengentengkan,4,1
mengentengkan,-2,1
